,ACC,ADANIPORTS,AMBUJACEM
2016-04-18,1454.61,231.3,227.2503
2016-04-19,1454.61,231.3,227.2503
2016-04-20,1458.09,233.5,224.9142
2016-04-21,1423.96,229.35,219.8443
2016-04-22,1404.94,230.1,219.5958
2016-04-25,1413.63,231.8,222.0313
2016-04-26,1417.61,229.1,223.1248
2016-04-27,1420.24,241.25,223.9698
2016-04-28,1428.48,235.45,218.55200000000002
2016-04-29,1433.75,238.2,219.6952
2016-05-02,1411.3,232.95,222.4787
2016-05-03,1410.9,235.5,217.3094
2016-05-04,1394.56,208.25,213.6312
2016-05-05,1385.76,198.0,214.5756
2016-05-06,1416.17,194.55,218.6514
2016-05-09,1430.37,196.75,218.9993
2016-05-10,1453.82,194.55,219.0987
2016-05-11,1457.69,193.0,219.2479
2016-05-12,1452.87,195.15,219.6952
2016-05-13,1447.61,188.55,215.9673
2016-05-16,1448.7,185.8,215.9673
2016-05-17,1439.96,183.25,215.6194
2016-05-18,1424.71,183.2,215.3709
2016-05-19,1400.67,171.55,212.3886
2016-05-20,1384.37,177.95,207.6169
2016-05-23,1408.76,181.1,211.3448
2016-05-24,1436.73,180.85,214.178
2016-05-25,1465.44,182.85,221.0869
2016-05-26,1494.25,184.8,223.274
2016-05-27,1513.03,191.7,228.8906
2016-05-30,1527.14,190.25,227.7971
2016-05-31,1519.09,192.15,227.0515
2016-06-01,1542.29,202.3,229.9841
2016-06-02,1536.23,205.2,228.3935
2016-06-03,1529.97,204.55,227.3
2016-06-06,1524.7,203.7,227.5486
2016-06-07,1530.42,206.5,232.86700000000002
2016-06-08,1536.68,203.4,236.7936
2016-06-09,1523.02,201.9,230.5308
2016-06-10,1545.52,202.75,233.9108
2016-06-13,1536.73,202.6,235.9487
2016-06-14,1529.92,208.6,232.519
2016-06-15,1549.99,207.0,237.1913
2016-06-16,1534.89,208.5,233.1155
2016-06-17,1545.27,207.7,234.5072
2016-06-20,1559.92,206.8,240.5712
2016-06-21,1548.85,203.25,238.7818
2016-06-22,1560.82,207.35,241.4162
2016-06-23,1561.36,207.15,248.4246
2016-06-24,1557.89,201.9,246.6352
2016-06-27,1590.57,203.85,252.898
2016-06-28,1587.99,202.9,250.4128
2016-06-29,1588.54,203.05,254.3891
2016-06-30,1605.52,206.85,253.2956
2016-07-01,1606.87,204.3,251.4566
2016-07-04,1595.14,213.25,251.6554
2016-07-05,1578.95,214.55,252.053
2016-07-06,1578.95,214.55,252.053
2016-07-07,1594.25,210.05,255.433
2016-07-08,1587.24,207.05,256.5762
2016-07-11,1606.27,217.45,259.1111
2016-07-12,1609.55,218.0,259.2602
2016-07-13,1606.67,217.3,259.0614
2016-07-14,1615.61,216.9,261.0993
2016-07-15,1602.49,220.5,259.3099
2016-07-18,1585.11,217.95,258.4152
2016-07-19,1592.11,220.6,261.149
2016-07-20,1621.17,221.4,260.4531
2016-07-21,1697.07,223.2,264.3301
2016-07-22,1670.6,225.35,263.4851
2016-07-25,1664.74,226.15,267.4118
2016-07-26,1664.64,224.4,268.2071
2016-07-27,1654.3,228.7,266.4177
2016-07-28,1674.12,225.25,269.9467
2016-07-29,1677.7,232.4,269.6485
2016-08-01,1677.85,228.55,269.4
2016-08-02,1670.75,224.65,263.85
2016-08-03,1668.8,222.85,262.5
2016-08-04,1666.25,227.9,264.4
2016-08-05,1721.05,234.0,275.9
2016-08-08,1715.15,240.65,276.5
2016-08-09,1685.95,239.75,270.5
2016-08-10,1618.9,258.45,260.45
2016-08-11,1618.4,253.5,259.7
2016-08-12,1652.5,258.25,264.5
2016-08-15,1652.5,258.25,264.5
2016-08-16,1663.85,273.55,269.65
2016-08-17,1675.0,267.65,269.75
2016-08-18,1692.7,275.45,272.1
2016-08-19,1691.2,273.05,276.45
2016-08-22,1660.95,270.55,271.3
2016-08-23,1654.65,272.5,271.0
2016-08-24,1647.4,270.1,267.1
2016-08-25,1645.8,261.75,265.0
2016-08-26,1638.2,257.7,266.15
2016-08-29,1634.95,262.6,264.2
2016-08-30,1688.6,262.95,275.05
2016-08-31,1709.8,262.95,277.95
2016-09-01,1687.55,258.7,277.0
2016-09-02,1669.55,268.2,276.35
2016-09-05,1669.55,268.2,276.35
2016-09-06,1698.85,270.6,277.4
2016-09-07,1696.35,272.25,274.0
2016-09-08,1692.75,275.6,275.95
2016-09-09,1653.35,272.2,272.65
2016-09-12,1582.4,260.0,259.85
2016-09-13,1582.4,260.0,259.85
2016-09-14,1620.0,264.7,264.05
2016-09-15,1611.2,267.4,260.65
2016-09-16,1626.3,271.15,262.4
2016-09-19,1652.75,276.15,267.1
2016-09-20,1632.3,270.1,267.2
2016-09-21,1629.25,269.7,264.4
2016-09-22,1666.05,275.35,265.55
2016-09-23,1617.0,275.1,259.0
2016-09-26,1610.95,270.4,254.85
2016-09-27,1608.4,264.7,258.15
2016-09-28,1616.15,271.0,260.8
2016-09-29,1588.4,256.8,254.5
2016-09-30,1599.85,256.75,251.75
2016-10-03,1631.95,264.5,258.9
2016-10-04,1637.1,268.7,256.15
2016-10-05,1638.0,265.45,256.15
2016-10-06,1629.75,264.9,252.65
2016-10-07,1625.4,266.85,252.8
2016-10-10,1668.5,264.0,257.0
2016-10-11,1668.5,264.0,257.0
2016-10-12,1668.5,264.0,257.0
2016-10-13,1632.05,251.1,252.55
2016-10-14,1640.25,254.35,252.95
2016-10-17,1604.7,250.75,246.4
2016-10-18,1616.0,267.0,251.1
2016-10-19,1610.55,271.6,251.15
2016-10-20,1609.45,285.25,253.05
2016-10-21,1566.15,285.75,247.0
2016-10-24,1565.9,285.65,247.4
2016-10-25,1551.65,312.8,248.35
2016-10-26,1543.0,,
2016-10-27,1525.0,,
